NAME,CATEGORY,ADDRESS,CITY,REGION,ZIP CODE,PHONE,EMAIL,WEBSITE,SCORE,RATINGS,FACEBOOK,INSTAGRAM,LINKEDIN,TWITTER,MAIN IMAGE URL,DESCRIPTION,ABOUT,OPENING HOURS
Bauen Innovations 3D Printing,"3D printing service, Manufacturer, Repair service, Research and product development","5407 East Dr Rear, Halethorpe, MD 21227",Halethorpe,Maryland,21227,14102201151.0,info@baueninnovations.com,http://baueninnovations.com/,5.0,14.0,https://www.facebook.com/baueninnovation,https://www.instagram.com/baueninnovations,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqbeCkBSvcCrhGTX55GhBvCw065vXKOcKx9Dqby6Fb0HnM4kp804FOyZJwSKYtEW6oMPwaNBMTH-inIFjCx6sH3obeYdGixz4wi6ts2bc_26TAa5inJ7gM02kcant_sJxjDwDXgYliCEt4,,,"Monday: 9:30 AM–4 PM, Tuesday: 9:30 AM–4 PM, Wednesday: 9:30 AM–4 PM, Thursday: 9:30 AM–4 PM, Friday: 9:30 AM–4 PM, Saturday: 11 AM–3 PM, Sunday: Closed"
"Custom 3D Stuff, LLC","Drafting service, Jewelry designer, Mechanical engineer, Wholesale jeweler","2106 N Lovegrove St, Baltimore, MD 21218",Baltimore,Maryland,21218,14432128088.0,todd@custom3dstuff.com,http://www.custom3dstuff.com/,4.8,12.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqREQN1slbSXRrd3PUwO7K30Z7B6Ifgt3_aSzRuSE8ymwcnpZBorabaX9atxF2VR3u0lwPdzywUEzSN2jBtdk9v6xUMn-K8-rU7k-vBC-u8wZ68xuK48k2YMe7EdijC_g3jKzV6fA,,,"Monday: Closed, Tuesday: Closed, Wednesday: Closed, Thursday: 7–10 PM, Friday: Closed, Saturday: Closed, Sunday: Closed"
Priority Printing,Print shop,"1111 Park Ave, Baltimore, MD 21201",Baltimore,Maryland,21201,14437595697.0,,http://yourprintingisourpriority.com/,3.2,9.0,https://www.facebook.com/profile.php,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 8:30 AM–5:30 PM, Tuesday: 8:30 AM–5:30 PM, Wednesday: 8:30 AM–5:30 PM, Thursday: 8:30 AM–5:30 PM, Friday: 8:30 AM–5:30 PM, Saturday: Closed, Sunday: Closed"
ADD ASTRA® - 3D Printing - Additive Manufacturing,"3D printing service, Manufacturer","14600 York Rd Suite U, Sparks Glencoe, MD 21152",Sparks Glencoe,Maryland,21152,14106350058.0,info@add-astra.io,https://add-astra.odoo.com/,5.0,2.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq6Qjys41z34DuSpYNIJPFfa5_XDEPGhIkOGN6QOjqiGWBGPlhO5iY0Er-5m_YPRiYlSEld0uhUB9fQMvRLUS-pRQc_-MhzFJa36RcsQfwFwFhAXYgmdWubJf0QtxBQKY7k1ObJ4w,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
Vision In Layers,3D printing service,"2916 E Monument St, Baltimore, MD 21205",Baltimore,Maryland,21205,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
Fab Lab Baltimore,"Makerspace, Education center, Laser cutting service, 3D printing service","800 S Rolling Rd, Catonsville, MD 21228",Catonsville,Maryland,21228,14438404811.0,,http://www.fablabbaltimore.org/,5.0,8.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoNNg7ysAZw0M6wgmlKvvTT_HbZ-cNzgQDZ8o42n_PNL7SnTWp7aUarjKMbD0fUrW0N9Dc_RhH1GJotuZBduR4PRvvf0Lmu4Im_meQBKJ60H5cLtWMyDnSz83lZx4vt1z_8w-Q_,,,"Monday: 12–6 PM, Tuesday: Closed, Wednesday: 12–6 PM, Thursday: Closed, Friday: 12–6 PM, Saturday: Closed, Sunday: Closed"
Charm City Ink Pressure Printing LLC,"Print shop, Banner store, Custom label printer, Sticker manufacturer","104 W 25th St 1st Floor, Baltimore, MD 21218",Baltimore,Maryland,21218,14109891505.0,inkpressure1@gmail.com,https://www.inkpressure.com/,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweruGKHP-S2xABeSEALpJollHi9MKRmXkdK6h43bMLzTdZUDxQOWShWSzYpcGIQyRm1MjfwNNLrZWV0SwrEIAnMmuSELKT3QFzwALpJr672aoaOb0MUM3gzA77NN9-a3ANdko6xT46khcqI8,,,"Monday: 9:30 AM–7 PM, Tuesday: 9:30 AM–7 PM, Wednesday: 9:30 AM–7 PM, Thursday: 9:30 AM–7 PM, Friday: 9:30 AM–7 PM, Saturday: 10:30 AM–5 PM, Sunday: Closed"
Gene's 3D Prints,3D printing service,"1420 Virginia Ave., Severn, MD 21144",Severn,Maryland,21144,14438676269.0,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
ABC Imaging - Boston,"Print shop, Banner store, Blueprint service, Commercial printer, Copy shop, Digital printer, Digital printing service, Graphic designer, Sign shop, Vinyl sign shop","76 Batterymarch St suite 1 & 2, Boston, MA 02110",Boston,Massachusetts,2110,16173990980.0,billingdepartment@abcimaging.com,https://www.abcimaging.com/,5.0,59.0,http://www.facebook.com/abcimaging,https://www.instagram.com/abcimaginghq/,,,https://lh3.googleusercontent.com/p/AF1QipMw9g2uPMiqR2uvCip_dSc59DD96eamJKq27vd-,,,"Monday: 8 AM–6 PM, Tuesday: 8 AM–6 PM, Wednesday: 8 AM–6 PM, Thursday: 8 AM–6 PM, Friday: 8 AM–6 PM, Saturday: Closed, Sunday: Closed"
3D Printing Studio,3D printing service,"376 Huntington Ave, Boston, MA 02115",Boston,Massachusetts,2115,,,https://library.northeastern.edu/services/3d-printing-studio,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo4DvfuqbbM80mbcolLDA7WH38KKxMaLdLnINNTukShsu9yJ2d8vYas_uiW6BBTHnQqv9nqpNAO_tcwWRBXXrkQkelIql-pyjs2-HLpIWbivxs6m6cKzgyCfuko6rkROaAZG2Jb,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–6 PM, Wednesday: 9 AM–6 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
Nexus Digitizing - Apparel & Promotional Products,"Embroidery service, Promotional products supplier, Screen printing shop","181 Tremont St, Boston, MA 02111",Boston,Massachusetts,2111,13322652985.0,nexusdigitizing@gmail.com,https://www.nexusdigitizing.com/,5.0,13.0,https://web.facebook.com/nexusdigitizing/,,https://www.linkedin.com/company/thingz-digitizing,https://twitter.com/digitizingnexus,https://lh3.googleusercontent.com/p/AF1QipPu9rarD3LrD_jyFBl-6F4exU5p41H2GlCbi0zB,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: 9 AM–12 AM"
Best Printing,Print shop,"27 Edinboro St, Boston, MA 02111",Boston,Massachusetts,2111,16174821080.0,,,3.7,3.0,,,,,,,,"Monday: 9 AM–6 PM, Tuesday: 9 AM–6 PM, Wednesday: 9 AM–6 PM, Thursday: 9 AM–6 PM, Friday: 9 AM–6 PM, Saturday: 9 AM–6 PM, Sunday: 9 AM–6 PM"
PostNet,"Print shop, Mailing service","6 Liberty Sq, Boston, MA 02109",Boston,Massachusetts,2109,18573503064.0,ma101@postnet.com,https://locations.postnet.com/ma/boston/6-liberty-square,3.1,34.0,https://www.facebook.com/468212979981589,,,https://twitter.com/postnetma101,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwiyKnzhoIxJNmHGt1sSJbDSLEo-DqDQlvFNoy43F-IkHd-aTw7DSFcbfWg019kl2mX9FC1CQglIUCiItDLTJ7Tju4GBFo_qnneu413ExE2D8WQv-aQdaBruDYQLN-XNDTuLH2Q,"Chain retailer focused on business services including printing, copying & shipping.","Copy & print services Chain retailer focused on business services including printing, copying & shipping.","Monday: 8 AM–5:30 PM, Tuesday: 8 AM–5:30 PM, Wednesday: 8 AM–5:30 PM, Thursday: 8 AM–5:30 PM, Friday: 8 AM–5:30 PM, Saturday: Closed, Sunday: Closed"
Convention Printing of Boston,"Commercial printer, Digital printer, Invitation printing service, Print shop","867 Boylston St 5th floor #1432, Boston, MA 02199",Boston,Massachusetts,2199,16179934460.0,,https://www.conventionprintingofamerica.com/massachusetts/Boston/,5.0,3.0,,,,,https://lh3.googleusercontent.com/p/AF1QipMyzlEZu01IjRuVF_-Gq5evh-kUdD5-x5RHBiCA,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: 9 AM–5 PM, Sunday: 9 AM–5 PM"
Rolexion Artistics,3D printing service,"25 Jan Karski Way #302, Dorchester, MA 02125",Dorchester,Massachusetts,2125,16173187986.0,,,,,,,,,,,,
ARC Document Solutions,"Commercial printer, Blueprint service, Digital printer, Office equipment rental service, Office equipment supplier, Promotional products supplier","199R Norfolk Avenue (Entrance at, 79 Shirley St, Boston, MA 02119",Boston,MA,2119,16172920111.0,communications@e-arc.com,http://www.e-arc.com/,5.0,76.0,https://www.facebook.com/arcdocumentsolutions/,https://www.instagram.com/arcdocumentsol,https://www.linkedin.com/company/arc-document-solutions,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwCjp9Dm61rDtSkGN0myJ7S7JSNmp6H-C7iSWiwKgAmQZWPLrV1MEFZUZiejVqm6tqAWAciAhKc_DaL4dKi8KvuiIcxfbCUPpydptsToQQQE0pB9hdpdIrEUh0rKQD6sCaACiiD,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
3D Stitchery,"3D printing service, Craft store, Printing equipment supplier","21 College Ave, Waterville, ME 04901",Waterville,Maine,4901,12073138375.0,,,5.0,3.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweri23wvQUofKuWxkPz_x6Z3th9fkZTBejQ_7G0FM4I9zXmESg7pY8dppbFmnBfRXNve8ftJ005m3ID97u8nrUAoirf2Pc7ZHA6EgEOeiPXosWuMZo5Oo9tLQp8V7zjnr-ZUcp2OYg4Tx02w,,,"Monday: Closed, Tuesday: 9 AM–4:30 PM, Wednesday: 9 AM–6 PM, Thursday: 9 AM–6 PM, Friday: 9 AM–6 PM, Saturday: 9 AM–5 PM, Sunday: Closed"
Panda 3D Prints,3D printing service,"646 Essex St, Dover-Foxcroft, ME 04426",Dover-Foxcroft,Maine,4426,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
3LeKtron,"3D printing service, Business management consultant, Manufacturer","1955 US-70, Marion, NC 28752",Marion,North Carolina,28752,19146896469.0,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 10 AM–7 PM, Tuesday: 10 AM–7 PM, Wednesday: 10 AM–7 PM, Thursday: 10 AM–7 PM, Friday: 10 AM–7 PM, Saturday: 11 AM–7 PM, Sunday: Closed"
HillCrest RC,3D printing service,"NA, Elizabethton, TN 37643",Elizabethton,Tennessee,37643,14233415943.0,,https://hillcrestrc.etsy.com/,,,,,,,https://lh3.googleusercontent.com/p/AF1QipMBy90c0MuenJAmg_TPFrW0VskGv_LOukZCzVDb,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
Staples,"Office supply store, Computer repair service, Computer store, Electronics store, Office furniture store, Passport photo processor, Print shop, Recycling drop-off location, School supply store, Shipping and mailing service","19 Barnes Rd, North Conway, NH 03860",North Conway,New Hampshire,3860,16033560730.0,,https://stores.staples.com/nh/north-conway/19-barnes-court?cmpid=st_ll_goo&cid=LS:RETAIL:G&utm_source=google&utm_medium=organic&utm_campaign=Google_Business_Listing,4.2,112.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoyyZ32Ksh_PB-jf6itf8Z4N7Y1KlLlNs5DbDLO5fucwbt2DX-RBofWaUKOlG3VBq0D2hMmsRcR4p3jXYLhFI2huBBDTiqQg76w9DnQhXmwnhbgEl6qAKZr6kn0GuPim562M-CD,"Chain retailer offering brand-name electronics & print services, plus office supplies & furniture.","Brand-name electronics & office supplies Chain retailer offering brand-name electronics & print services, plus office supplies & furniture.","Monday: 9 AM–7 PM, Tuesday: 9 AM–7 PM, Wednesday: 9 AM–7 PM, Thursday: 9 AM–7 PM, Friday: 9 AM–7 PM, Saturday: 9 AM–6 PM, Sunday: 10 AM–6 PM"
"Drexel Technologies, Inc.","Blueprint service, Digital printer, Printer repair service","1911 Central St, Kansas City, MO 64108",Kansas City,Missouri,64108,18164717176.0,service@drexeltech.com,http://www.drexeltech.com/,5.0,23.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqX55OxLfS7W91LUyd63HAS9nP_xdtZ206CwJ5KO9UqG-_q8vwkSHscZVf9IwPZlXhV7lZKVZf5-jkiozFyU_MWiVTQt41jiEwscOxTFoMxaG5W0bJndu3QTDddnN06I8un8ZA,,,"Monday: 7:30 AM–5 PM, Tuesday: 7:30 AM–5 PM, Wednesday: 7:30 AM–5 PM, Thursday: 7:30 AM–5 PM, Friday: 7:30 AM–5 PM, Saturday: Closed, Sunday: Closed"
3DHQ,"3D printing service, Photography studio, Portrait studio","Inside Made In KC, 306 W 47th St, Kansas City, MO 64112",Kansas City,Missouri,64112,19132041234.0,info@3dhqkc.com,https://3dheadquarter.com/,4.6,79.0,"https://www.facebook.com/3dhq.kc, https://www.facebook.com/p/3dhqsandiego-100063655745574/","https://www.instagram.com/3dhqsandiego/, https://www.instagram.com/3dhq.kc",https://www.linkedin.com/company/3dheadquarter,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqHxDFsDV33s9EyhE_Kydr80habcEj-i9U1Xp_Klp1XbgW8CR96SbrHme74XM7ZhoP0zwEw1UmNuzAMpY4vnvzA41wdyJMzk-EoKV9CY8Q3GR8K--ORmVPphCN7UPcSBY1DYhzU,,,"Monday: 10 AM–7 PM, Tuesday: 10 AM–7 PM, Wednesday: 10 AM–7 PM, Thursday: 10 AM–7 PM, Friday: 10 AM–7 PM, Saturday: 10 AM–7 PM, Sunday: 11 AM–6 PM"
"KC Proto- 3D Printing, Prototyping and Product Development","Research and product development, Design engineer, Electrical engineer, Engineer, Fabrication engineer, Industrial design company, Manufacturer, Mold maker, 3D printing service","6416 Nall Ave, Mission, KS 66202",Mission,Kansas,66202,19132691378.0,blake@kcproto.com,http://www.kcproto.com/,5.0,111.0,https://www.facebook.com/people/kc-proto/100066688502584,https://www.instagram.com/bhodgs01,https://www.linkedin.com/in/blake-hodgson-39b1198,https://twitter.com/kcproto,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepLFckAK4Cczo1Ej5lXDPvx8CZ3otCLv5dR9gmbFWdMbgv368-6QC51kvm9XhRjxpHTp63V_DoeCKMktfeFZOpbuetFY-YwxnZktt0erjs-li42ifGEOIoO9zPts0_iO6e35G-8jQ,,,"Monday: 9 AM–9 PM, Tuesday: 9 AM–9 PM, Wednesday: 9 AM–9 PM, Thursday: 9 AM–9 PM, Friday: 9 AM–9 PM, Saturday: 9 AM–9 PM, Sunday: 9 AM–9 PM"
Platinum XP,"Event management company, Event planner, Film production company, Media company, Photography service, Print shop, Video production service","136 Main St STE 101, Kansas City, MO 64105",Kansas City,Missouri,64105,18165360550.0,info@platinumxp.com,https://www.platinumxp.com/,4.7,44.0,https://facebook.com/platinumxpmeetingsandevents,,https://www.linkedin.com/company/platinumxpmeetingsandevents,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwervWIpxGf81R8xHcjpzCE4iTDEBmGUKn03owUd1FkHH6b8qJk8OPwmZW8Iiqt73xbxFshH7CHjrIuCJKdF6HmtPDJZTWlyvS52JQrch7GAzOAQeMJ_AkmLgEUDj-MIza6L7kOC6nw,,,"Monday: 8 AM–4 PM, Tuesday: 8 AM–4 PM, Wednesday: 8 AM–4 PM, Thursday: 8 AM–4 PM, Friday: 8 AM–4 PM, Saturday: Closed, Sunday: Closed"
ARC Document Solutions,"Commercial printer, Blueprint service, Digital printer, Office equipment rental service, Office equipment supplier, Promotional products supplier","1100 Cambridge Cir Dr Suite 200, Kansas City, KS 66103",Kansas City,Kansas,66103,18163006600.0,communications@e-arc.com,http://www.e-arc.com/location/kansas-city/,5.0,36.0,https://www.facebook.com/arcdocumentsolutions/,https://www.instagram.com/arcdocumentsol,https://www.linkedin.com/company/arc-document-solutions,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 7:30 AM–4:30 PM, Tuesday: 7:30 AM–4:30 PM, Wednesday: 7:30 AM–4:30 PM, Thursday: 7:30 AM–4:30 PM, Friday: 7:30 AM–4:30 PM, Saturday: Closed, Sunday: Closed"
Fast As Possible Printing,"Print shop, Graphic designer","3400 The Paseo, Kansas City, MO 64109",Kansas City,Missouri,64109,18164590997.0,,,4.8,69.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerWaWRC1uoeybjt1EIxVclD5tm2KRovAybEzZGD0_VvN3RrHG-cz6iDe2MbKxy3PGhjsvowT_VBa7Vl6zQK2IlcsxY-J94ULLdeuQDuaW9c7Jzr-9KzlR3Cw54rxqeOWP36J7JbQsIvbtg,,,"Monday: 9:30 AM–6 PM, Tuesday: 9:30 AM–6 PM, Wednesday: 9:30 AM–6 PM, Thursday: 9:30 AM–6 PM, Friday: 9:30 AM–4 PM, Saturday: Closed, Sunday: Closed"
Dark Dominion,3D printing service,"7625 NE Easy St, Kansas City, MO 64118",Kansas City,Missouri,64118,18163320861.0,darkdominionllc@gmail.com,http://dark-dominion.com/,5.0,28.0,http://facebook.com/darkdominionllc,https://www.instagram.com/darkdominionllc,,http://x.com/darkdominionllc,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq4cN5YRdJcdj5VZgKwN1NeyLCOkxW1oiqvmqUjnTMeIpw2EGYKQWmTWxzao2xn_R_kKsJ3NjaS5qGr9AehMG16Pa9ANQd_mdmQpwOAFAIwQ6RPYk-UBGd_v3IcP1edJM5Qkk-Srg,,,"Monday: 8 AM–10 PM, Tuesday: 8 AM–10 PM, Wednesday: 8 AM–10 PM, Thursday: 8 AM–10 PM, Friday: 8 AM–10 PM, Saturday: 8 AM–10 PM, Sunday: 8 AM–10 PM"
Riot Creative Imaging,"Digital printing service, Banner store, Commercial printer, Digital printer, Graphic designer, Promotional products supplier, Sign shop, Vehicle wrapping service","1100 Cambridge Cir Dr Suite 200-300, Kansas City, KS 66103",Kansas City,Kansas,66103,18163006600.0,info@riotcolor.com,http://riotcolor.com/location/kansas-city/,5.0,8.0,https://www.facebook.com/people/riot-color/100094119943968,https://www.instagram.com/riotcreativeimaging,http://www.linkedin.com/company/riot-creative-imaging,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoN1poEdXPZ0UsAgJPUS3p3ETBNSKbZ17vMo48rKwU9nt2QER6N07grZrUwb2CCetiQbaoJkIvGQaZICurPpZKiGNet9JmkZqQJ2w5mNG6bx5od9SGNrhcnuqYIrxy3f4TAxFs,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
FormRep,Plastic injection molding service,"3150 Mercier St STE 690, Kansas City, MO 64111",Kansas City,Missouri,64111,18167827800.0,info@formrep.com,http://formrep.com/,5.0,1.0,https://www.facebook.com/formrep-100577148555430,,,https://twitter.com/repform,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoVY4P8DdAW6KnNlrigbe6lDPJYNVL-uTX4MjRflbL1sEnMiyNoPoTHYP4rnq1G4IV3Jh6--3SnSHamf5BWndq4gFR82BfL0MMVVbws3szpUYPJ3UhTQExJF719ADfw2LP1hfjl-A,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
RollOneSmokeOne,3D printing service,"#1234, Kansas City, MO 64151",Kansas City,Missouri,64151,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Prime Print Shop,"Print shop, Banner store, Blueprint service, Copy shop","43 Vassar Rd, Poughkeepsie, NY 12603",Poughkeepsie,New York,12603,18452335274.0,,http://primeprintshop.com/,4.9,107.0,,,,,https://lh3.googleusercontent.com/p/AF1QipOC5hyqdjzWKX6Blbo3eKBhchzGKVvv2rHP5yPL,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
Hudson Valley 3D Printing LLC,3D printing service,"138 New Salem Rd, Kingston, NY 12401",Kingston,New York,12401,18452171221.0,,,1.0,1.0,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 6 AM–8 PM, Tuesday: 6 AM–8 PM, Wednesday: 6 AM–8 PM, Thursday: 6 AM–8 PM, Friday: 6 AM–8 PM, Saturday: 6 AM–8 PM, Sunday: 6 AM–8 PM"
ProtoFinish,"Model design company, Painting","7 Degarmo Hills Rd, Wappingers Falls, NY 12590",Wappingers Falls,New York,12590,19144567974.0,info@protofinish.com,http://protofinish.com/,,,,,http://www.linkedin.com/in/protofinish,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 8 AM–6 PM, Tuesday: 8 AM–6 PM, Wednesday: 8 AM–6 PM, Thursday: 8 AM–6 PM, Friday: 8 AM–6 PM, Saturday: 8 AM–6 PM, Sunday: Closed"
Camelot Print & Copy Centers,"Print shop, Commercial printer, Copy shop, Digital printing service, Graphic designer, Promotional products supplier, Shipping service, Sign shop","822 NY-82 #3, Hopewell Junction, NY 12533",Hopewell Junction,New York,12533,18452264153.0,service@teamcamelot.com,http://camelotprintandcopy.us/,4.2,39.0,https://www.facebook.com/camelotprintandcopycenters,https://www.instagram.com/team.camelot,,,https://lh3.googleusercontent.com/p/AF1QipNL_dijF72d431anMg2HflXmIMqsmj8Swy6y2RF,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
Excel Printing,Commercial printer,"405 NY-52, Carmel Hamlet, NY 10512",Carmel Hamlet,New York,10512,18452250948.0,excelprinting@verizon.net,http://www.excelprintingcarmel.com/,4.9,49.0,http://www.facebook.com/152132466962734,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoZC_1tlQkQ3nfI4Ts2n3UX1DKoVI0YgdJeM0QBxr2Zr-Ap00wVhAtu4wBRqvNty9C4C2U-xu3humFdDryeWF6wdWjds7ONXU1xwUPdaLFGGEY9HinI759UvXuDbSItNLA3Qr0Qg3Va93Wn,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
Odyssey Printing & Specialties,Print shop,"6298 Veterans Pkwy, Columbus, GA 31909",Columbus,Georgia,31909,17063230631.0,frank@odysseyprintingandspecialties.com,http://odysseyprintingandspecialties.com/,5.0,18.0,https://www.facebook.com/odysseyprintingandgraphics,https://www.instagram.com/odysseyprinting,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
"Diversified Printing Services, Inc.","Print shop, Commercial printer, Custom t-shirt store, Rubber stamp store, Sign shop","3425 Cherokee Ave, Columbus, GA 31906",Columbus,Georgia,31906,17063232759.0,1dpscom@gmail.com,http://www.1dps.com/,4.9,29.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepyqXHmNsgXvLYPc7JYxrBSYxc5Af_30AyKNy6HFKub-edMjAXCdHQqOinb1iUCCn03nJ4vLEzn_WCvCjYjeiCCXheprbn1nK4KoAGRqKsaZzHleA3etoRBN0AUDmbEY8WRwks,,,"Monday: 8:30 AM–5 PM, Tuesday: 8:30 AM–5 PM, Wednesday: 8:30 AM–5 PM, Thursday: 8:30 AM–5 PM, Friday: 8:30 AM–5 PM, Saturday: Closed, Sunday: Closed"
Daily Printing Inc,Commercial printer,"25 West St, Beverly, MA 01915",Beverly,Massachusetts,1915,19789274630.0,,http://dailyprinting.biz/,4.7,15.0,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 7:30 AM–4 PM, Tuesday: 7:30 AM–4 PM, Wednesday: 7:30 AM–4 PM, Thursday: 7:30 AM–4 PM, Friday: 7:30 AM–4 PM, Saturday: Closed, Sunday: Closed"
3D Printing Co,3D printing service,"7 Acorn St, Scituate, MA 02066",Scituate,Massachusetts,2066,,,http://scituate3dprintingco.squarespace.com/,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 10 AM–5 PM, Tuesday: 10 AM–5 PM, Wednesday: 10 AM–5 PM, Thursday: 10 AM–5 PM, Friday: 10 AM–5 PM, Saturday: 12:30–3:30 PM, Sunday: Closed"
Cool 3D prints,3D printing service,"10 Belmont Cir, Hampton, NH 03842",Hampton,New Hampshire,3842,16037753420.0,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Formlt3D,3D printing service,"45 Lenox St, Newark, NJ 07106",Newark,New Jersey,7106,15512214128.0,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
Makelab Factory,"3D printing service, Manufacturer","325 Gold St, Brooklyn, NY 11201",Brooklyn,New York,11201,18884997551.0,print@makelab.com,https://www.makelab.com/,4.7,128.0,https://www.facebook.com/makelab3d,https://www.instagram.com/makelab3d,https://www.linkedin.com/company/makelab3d,,https://lh3.googleusercontent.com/p/AF1QipM4Gn-4Xhk0puxEMkWuQXm-1JDhEXP9z6j7KTR1,,,
ArchiTech 3D Printing,"3D printing service, Architect, Architectural and engineering model maker, Architectural designer, Art studio, Design engineer, Electronic engineering service, Gift shop, Hobby store, Manufacturer","435 Hoboken Ave, Jersey City, NJ 07306",Jersey City,New Jersey,7306,13474438689.0,architech3dprinting@gmail.com,https://architech3dprinting.github.io/,4.9,28.0,,,,,https://lh3.googleusercontent.com/p/AF1QipOpCIqwzMUzExjweDXvw-1IJKmprNlgu6Om6EFV,,,"Monday: 9 AM–9 PM, Tuesday: 9 AM–9 PM, Wednesday: 9 AM–9 PM, Thursday: 9 AM–9 PM, Friday: 9 AM–9 PM, Saturday: 9 AM–9 PM, Sunday: 9 AM–9 PM"
